name,azizsupermrkt,chittagong,dhaka,sylhet,banglabazar,ecommerce,id,reference
ভারতের মুক্তিসংগ্রাম ও বাংলার মুসলমান,0,0,0,0,0,0,41913,4191300000008
ধুলোবালি মণিমুক্তো,0,0,4,0,0,0,41927,4192700000001
শহীদ আসফাকউল্লা,0,0,0,0,0,0,41932,4193200000003
বাংলাদেশের পরম বন্ধু প্রণব মুখোপাধ্যায়,0,0,3,0,0,0,41942,4194200000000
আমি সুভাষ বলছি,0,1,2,3,0,0,41943,4194300000009
আত্মত্যাগ,0,2,0,0,0,0,41952,4195200000007
শতাব্দীর অবসান,0,1,0,0,0,0,41958,4195800000001
কথোপকথন জ্যোতি বসু ও অন্যান্য,0,1,0,0,0,0,41973,4197300000000
ফিলিস্তিনের ইতিহাস,0,0,0,0,0,0,41984,4198400000006
মোশতাক দাউদী স্মারক গ্রন্থ,0,0,0,0,0,0,41987,4198700000003
ব্যতিক্রমী জীবনশিল্পী রমেশচন্দ্র সেন,0,1,1,0,0,0,42001,4200100000009
আমার জীবন ও স্মৃতি,0,1,0,0,0,0,42022,4202200000002
গণপ্রজাতন্ত্রী বাংলাদেশের সংবিধান হাতে লেখা বড় সংবিধান,0,1,0,0,0,0,42034,4203400000007
অতীত দিনের স্মৃতি,0,0,0,0,0,0,42038,4203800000003
শহীদ প্রদ্যোৎকুমার ও বিপ্লবী প্রভাংশুশেখর,0,0,0,0,0,0,42044,4204400000004
মহাস্থবির শীলভদ্র,0,0,0,0,0,0,42046,4204600000002
প্রত্যাবর্তন,0,0,0,0,0,0,42047,4204700000001
"হ্যাঁ, আমিই প্রথম অবিবাহিত আই.ভি.এফ. মা",0,0,0,0,0,0,42050,4205000000005
অনন্য অন্নদাশঙ্কর,0,2,0,0,0,0,42051,4205100000004
ভারতের পটভূমিতে চিকিৎসাবিজ্ঞানের ইতিহাস,0,0,0,0,0,0,4207,4207000000009
শহীদ কাদরীর ত্রিভুবন,0,0,0,0,0,0,42071,4207100000008
জীবন শিল্পী সুকান্ত,0,0,0,0,0,0,42091,4209100000002
কমরেড অজয় দত্তের আত্মকথন ও সমাজভাবনা : দ্বিতীয় খণ্ড,0,1,0,0,0,0,42109,4210900000000
মাতৃরূপে রেবতী : বালবিধাতার জীবনকথা,0,0,0,0,0,0,42110,4211000000006
এক ডজন ময়ূখ,0,1,0,0,0,0,42149,4214900000008
আধুনিক চিন বিপ্লবের ইতিহাস,0,0,1,0,0,0,42165,4216500000006
জাপানের ইতিহাস,0,0,0,0,0,0,42171,4217100000007
সন্ত্রাসে ঘেরা পাকিস্তান,0,0,0,0,0,0,42182,4218200000003
অনীক বিজ্ঞান-সাহিত্য-সংস্কৃতির ত্রৈমাসিক পত্রিকা ২০২০,0,0,2,0,0,0,4240,4240000000006
নগরে সমুদ্র,0,0,0,0,0,0,42444,4244400000000
গল্পসরণি শ্যামল: এক,0,0,0,2,0,0,4246,4246000000008
দ্য পোয়েট,1,0,0,0,0,0,41722,425000000007
পরিভাষাকোষ,0,1,1,0,0,0,42546,4254600000007
পণিনীয় বৈদিক ব্যাকরণ,0,0,0,0,0,0,42557,4255700000003
ভাষার মূল্যায়ন,0,0,2,0,0,0,42600,4260000000004
Erik The Fourteenth,0,0,1,0,0,0,4264,4264000000002
তিনটি মঞ্চনাটক,0,0,0,0,0,0,4268,4268000000000
কথা নদী সুচিত্রা (সুচিত্রা স্মারক গ্রন্থ),0,0,0,0,0,0,42699,4269900000008
নাথুরাম গডসে বলছি,0,0,0,0,0,0,42737,4273700000007
জীবন-কথা,0,0,2,0,0,0,42744,4274400000007
"মনে পড়ে, মনে পড়ে না",0,0,0,0,0,0,42751,4275100000007
সকালবেলার আলো,0,0,1,0,0,0,42811,4281100000008
আত্মজীবনী (দেবেন্দ্রনাথ ঠাকুর),0,0,0,0,0,0,42872,4287200000009
স্মারকগ্রন্থ এবং মিরসরাইকথা : জহুরুল আলম নসু মিয়া ১৯৩৮-১৯৮৮,0,2,2,0,0,0,42942,4294200000007
অগ্নিযুগের অগ্নিকথা (যুগান্তর),0,0,1,0,0,0,42957,4295700000009
মন ধোয়া যায় না,0,0,0,0,0,0,42970,4297000000000
সেকালের দারোগার কাহিনী,0,0,0,3,0,0,43000,4300000000007
মহাজীবনচরিতসুধা : মধ্যযুগের আটজন ভারতবর্ষীয় সন্তের জীবনকথা,0,0,0,0,0,0,43026,4302600000005
পুরোনো পথের রেখা,0,0,0,0,0,0,43027,4302700000004
কথা অমৃতসমান : দুই খণ্ডে একত্রে,0,0,0,0,0,0,43039,4303900000009
সুকুমার রায় : জীবনকথা,0,0,3,0,0,0,43125,4312500000005
লিয়েফ্ তলস্তোয়,0,0,0,0,0,0,43137,4313700000000
যুদ্ধোত্তর বাংলাদেশ,0,1,0,2,0,0,43145,4314500000009
মেজদিদি,0,0,0,0,0,0,43146,4314600000008
স্মৃতির বীণায়,0,0,0,0,0,0,43178,4317800000007
স্মৃতিপাখির ওড়াউড়ি,0,0,1,1,0,0,43199,4319900000000
সত্যজিৎ,0,0,0,0,0,0,4322,4322000000009
উপন্যাস সমগ্র,0,0,0,0,0,0,43250,4325000000000
পুত্র পিতাকে,0,10,0,0,0,0,43251,4325100000009
নাগিনী কন্যার কাহিনী,0,0,0,0,0,0,43289,4328900000002
"ত্রৈমাসিক গোয়েন্দা (১ম বর্ষ, ১ম সংখ্যা)",0,0,0,0,0,0,43307,4330700000007
গাস্তঁ রোবের্জ,0,0,0,0,0,0,4331,4331000000001
খেয়া,0,1,0,0,0,0,43319,4331900000002
আরণ্যক,0,0,0,0,0,0,43326,4332600000002
চাঁদের পাহাড়,0,0,0,0,0,0,43337,4333700000008
ফেরারি,0,0,2,0,0,0,43339,4333900000006
নিশীকথা,0,0,0,0,0,0,43368,4336800000008
নাসিরুদ্দিন হোজ্জা-৪ : ফুসফুস ও চিল,0,2,0,0,0,0,43373,4337300000000
নন্দিনী পাখিরা ও বকুল মুসকান,0,1,0,0,0,0,43383,4338300000007
মকবরা,0,4,0,0,0,0,43402,4340200000001
আফগানিস্থান,0,0,0,1,0,0,43441,4344100000000
উপন্যাস সমগ্র ১,0,0,0,0,0,0,43459,4345900000009
সুবর্ণলতা,0,0,0,0,0,0,43480,4348000000009
সেরা ৮টি বাংলা উপন্যাস,0,0,5,0,0,0,43565,4356500000009
অপরিচিত,0,0,0,0,0,0,43625,4362500000000
আলব্যের কামু,0,1,4,1,0,0,43634,4363400000008
মীরাক্কেল জোকস সমগ্র,0,0,0,0,0,0,43635,4363500000007
Worlds Best Inspirational Books to Change Your Life (Box Set of 3 Books),0,0,0,0,0,0,43646,4364600000003
চারুমতি,0,0,3,0,0,0,43675,4367500000005
কাটা জিভের বৃত্তান্ত,0,1,0,0,0,0,43683,4368300000004
সেরা দশটি উপন্যাস,0,7,0,0,0,0,43699,4369900000005
পাঁচটি ঐতিহাসিক উপন্যাস,0,2,1,0,0,0,43705,4370500000005
উপন্যাস সমগ্র ৫,0,0,0,0,0,0,43716,4371600000001
নানা রসের ৯টি উপন্যাস,0,0,0,0,0,0,43719,4371900000008
প্রেম নেই,0,0,0,0,0,0,43729,4372900000005
উপন্যাস সমগ্র ১,0,0,0,0,0,0,43731,4373100000000
চিত্রভাষ (অগ্রন্থিত সত্যজিৎ ২),0,0,0,3,0,0,43734,4373400000007
অগ্নিপুত্র-অভয় আর তৃষ্ণার্ত আত্মা,0,0,0,0,0,0,43746,4374600000002
তাউজী আর মহাশয়তান,0,0,0,0,0,0,43747,4374700000001
চাচা-ভাতিজা আর ডংকমার,0,0,0,0,0,0,43748,4374800000000
রেড র্সিগন্যাল,0,0,0,0,0,0,43749,4374900000009
লম্বু-মোটু আর খুনী কালুরা,0,0,0,0,0,0,43750,4375000000005
লম্বু-মোটু আর কারাটে কিং,0,0,0,0,0,0,43751,4375100000004
বর্ণসন্তান,0,0,0,0,0,0,43759,4375900000006
পেদ্রো হুয়ানের আজীব দাস্তান,0,1,0,0,0,0,43776,4377600000003
অ-পার্থিব,0,1,0,0,0,0,43779,4377900000000
খুন ও ভালোবাসা,0,2,0,1,0,0,43801,4380100000008
কৃষ্ণ-অর্জুন যাদের কাছে হেরেছিলেন,0,8,0,1,0,0,43863,4386300000008
দখল,0,1,0,0,0,0,43866,4386600000005
রচনা সমগ্র -২,0,0,2,1,0,0,43876,4387600000002
রচনা সমগ্র -১,0,0,2,0,0,0,43878,4387800000000
সুকান্ত-সমগ্র,0,4,0,1,0,0,43883,4388300000002
তুলনাহীনা,0,1,0,0,0,0,43889,4388900000006
পিতা পুত্রকে,1,16,1,1,0,0,43894,4389400000008
তপোভূমি নর্মদা : দক্ষিণতট (অখণ্ড),0,0,0,0,0,0,43907,4390700000001
তপোভূমি নর্মদা : উত্তরতট (অখণ্ড),0,0,0,0,0,0,43909,4390900000009
ইন্দ্রনীল,0,0,1,2,0,0,43921,4392100000001
তপোবন,0,3,0,1,0,0,43922,4392200000000
দার্জিলিং সঙ্গী,0,0,0,0,0,0,43925,4392500000007
Wrapping Charge,0,8998,9768,964,0,0,61190,4396000000001
Extra Book,0,100,712,51,0,0,61678,4396700000099
Courier Charge,0,119658,8461,9905,0,0,44245,4396800000001
উন্মাদ,0,0,0,0,0,0,43978,4397800000009
আম্বুবাচি ২,0,0,0,0,0,0,44001,4400100000003
চন্দ্রগিরির রাজকাহিনী,0,0,0,0,0,0,44004,4400400000000
হোম সার্ভিস আপাতত শেষ,0,0,1,0,0,0,44022,4402200000006
ত্র্যহস্পর্শ : তিনটি নাটক,0,6,0,0,0,0,44029,4402900000009
নিত্য বচন,0,1,0,0,0,0,44059,4405900000000
দেশ ২ নভেম্বর ২০২১,0,0,0,0,0,0,44066,4406600000000
নভেম্বরের মানুষ,0,2,0,0,0,0,44068,4406800000008
রাষ্ট্রপতির মতো একা,0,0,0,0,0,0,44085,4408500000005
কর্নেলকে কেউ চিঠি লেখে না,0,0,0,2,0,0,44097,4409700000000
নীলুকা,0,2,0,0,0,0,44100,4410000000003
হে আমার পারিজাত বিবর্ণ বিষাদ,0,2,0,0,0,0,44149,4414900000002
পশ্চিমবঙ্গের আদিবাসী লোককথা,0,0,5,0,0,0,44161,4416100000004
হারিয়ে খোঁজা কাব্য নিনাদ,0,1,0,0,0,0,44190,4419000000006
প্রাচীণ ভারতে নারী ও সমাজ,0,0,1,0,0,0,44213,4421300000006
শরচ্চন্দ্র দাশ জীবন ও কর্ম,0,2,0,0,0,0,44215,4421500000004
এবং বই (অক্টোবর-ডিসেম্বর ২০২১),0,0,1,12,0,0,44230,4423000000003
ভারতের হিজড়ে সমাজ,0,0,1,0,0,0,44231,4423100000002
নারী অতীত- বর্তমান ভবিষ্যতে,0,2,0,0,0,0,44234,4423400000009
ঢাকা বিশ্ববিদ্যালয় কাপুরুষ সৃষ্টি করেনি কখনও,0,0,1,0,0,0,44259,4425900000008
একটি জীবন একটি ইতিহাস,0,1,0,0,0,0,44297,4429700000008
মধ্য যুগে বাংলা ও বাঙালী,0,0,0,0,0,0,44316,4431600000002
সাতচল্লিশ থেকে ৭০ এবং আগে পরে,0,0,0,0,0,0,44321,4432100000004
শাটলতান,0,1,0,0,0,0,44324,4432400000001
চট্টগ্রাম বেতারের স্মৃতিময় দিনগুলো,0,0,0,0,0,0,44335,4433500000007
বিষাদের ধারাপাত,0,0,2,0,0,0,44337,4433700000005
অতটা দূরে নয় আকাশ,0,0,1,0,0,0,44339,4433900000003
আল্লাহকে ভালোবাসি,0,0,3,0,0,0,44342,4434200000007
শিবাজী,0,1,0,0,0,0,44409,4440900000001
অগ্রন্থিত প্রবন্ধ,0,4,0,1,0,0,4441,4441000000007
আমি বঙ্গবন্ধু শেখ মুজিবের সিরাজ,0,2,6,0,0,0,44414,4441400000003
ঘুমিয়েপড়া অ্যালবাম,1,1,4,0,0,0,4442,4442000000004
মাসিক কৃত্তিবাস (নভেম্বর ২০২১),0,0,0,3,0,0,44445,4444500000003
প্রাগৈতিহাসিক পৃথিবীতে টারজান,0,0,0,0,0,0,44448,4444800000000
আদি শঙ্করাচার্য,0,0,0,0,0,0,44473,4447300000006
মুজিব যখন খোকা ছিলেন,0,0,0,0,0,0,44483,4448300000003
একাত্তরের জননী,0,0,0,0,0,0,44491,4449100000002
রাজশেখর বসু,0,2,0,0,0,0,44492,4449200000001
ম্যাক্সিম গর্কি‌,0,3,4,0,0,0,44533,4453300000007
রামপ্রসাদ,0,4,0,0,0,0,44541,4454100000006
আশুতোষ,0,6,3,0,0,0,44547,4454700000000
গান্ধী,0,2,10,0,0,0,44551,4455100000003
বঙ্কিমচন্দ্র,0,0,0,0,0,0,44554,4455400000000
মাদাম কুরি,0,0,0,0,0,0,44559,4455900000005
লালন,0,0,1,0,0,0,44561,4456100000000
রোকেয়া,0,0,1,0,0,0,44563,4456300000008
লিঙ্কন,0,2,0,0,0,0,44565,4456500000006
গোয়েন্দা রহস্যের সন্ধানে,0,1,0,1,0,0,44566,4456600000005
বিবেকানন্দ,0,2,0,0,0,0,44568,4456800000003
রামমোহন,0,1,0,0,0,0,44571,4457100000007
ডারউইন,0,0,0,0,0,0,44574,4457400000004
বিদ্যাসাগর,0,1,1,0,0,0,44578,4457800000000
স্বপ্ন,0,0,2,0,0,0,44602,4460200000006
ঈশ্বরীর স্বরচিত নিবন্ধ ও অন্যান্য,0,3,0,3,0,0,4464,4464000000006
কমরেড মতিনের চোখে দেং এর সংস্কার,0,5,0,0,0,0,44668,4466800000002
লেনিন নির্বাচিত রচনাবলি ২,0,7,1,0,0,0,44680,4468000000004
লেনিন নির্বাচিত রচনাবলি ১,0,7,0,0,0,0,44681,4468100000003
ভূতের বেগার,0,0,0,0,0,0,44690,4469000000001
দ্য প্রমিজড ল্যান্ড না চেনা মানুষ থেকে দেশের প্রেসিডেন্ট,1,0,0,0,0,0,44699,4469900000002
কার্ল মার্ক্স : সমাজতত্ত্ব ও সমাজদর্শন বিষয়ে নির্বাচিত রচনা,0,1,0,0,0,0,44707,4470700000000
"কমিউনিজমের অতীত, বর্তমান, ভবিষ্যৎ প্রেক্ষিত বাংলাদেশ",0,1,0,0,0,0,44710,4471000000004
অন্ধকার,0,0,0,0,0,0,44715,4471500000009
আমার জীবন ও ভারতের কমিউনিস্ট পার্টি,0,0,5,1,0,0,44732,4473200000006
ভূতুড়ে মোলাকাত,0,0,0,0,0,0,44735,4473500000003
কমিউনিজমের মূলনীতি,0,1,0,0,0,0,44741,4474100000004
খাপড়াওয়ার্ড,0,0,0,0,0,0,44779,4477900000007
জিম করবেট সমগ্র,0,0,0,0,0,0,44785,4478500000008
Learn & Play Guitar in 30 Days,0,0,0,0,0,0,44788,4478800000005
Learn & Play Keyboard in 30 Days,0,0,0,0,0,0,44792,4479200000008
নতুন আবর্তে লাতিন আমেরিকা,0,8,1,0,0,0,44807,4480700000009
মুক্তিযুদ্ধে স্বাধীন বাংলা বেতার কেন্দ্র,0,0,0,0,0,0,4483,4483000000007
